work_year,experience_level,employment_type,salary_in_usd,employee_residence,remote_ratio,company_location,job_category
2024,MI,FT,212000,US,0,US,Data Scientist
2024,EX,FT,212000,US,0,US,Leadership & Management
2024,SE,FT,212000,US,0,US,Data Scientist
2024,SE,FT,212000,DE,0,DE,Machine Learning
2024,SE,FT,212000,US,0,US,Data Scientist
2024,SE,FT,212000,EG,0,EG,Machine Learning
2023,MI,FT,212000,US,0,US,Data Scientist
2023,MI,FT,212000,US,0,US,Machine Learning
2023,SE,FT,212000,US,0,US,Data Scientist
2023,SE,FT,212000,US,0,US,Machine Learning
2023,MI,FT,212000,US,0,US,Data Scientist
2023,SE,FT,212000,US,0,US,Data Scientist
2023,SE,FT,212000,US,0,US,Data Scientist
2023,SE,FT,212000,US,0,US,Data Scientist
2023,SE,FT,212000,US,0,US,Machine Learning
2023,SE,FT,212000,US,0,US,Data Scientist
2023,EX,FT,212000,US,0,US,Leadership & Management
2023,SE,FT,212000,US,0,US,Machine Learning
2023,SE,FT,212000,US,0,US,Data Scientist
2023,SE,FT,212000,US,0,US,Data Scientist
2023,SE,FT,212000,US,0,US,Machine Learning
2023,EX,FT,212000,US,0,US,Leadership & Management
2023,SE,FT,212000,US,0,US,Machine Learning
2023,MI,FT,212000,US,0,US,Data Scientist
2023,MI,FT,212000,US,0,US,Data Scientist
2023,SE,FT,212000,US,0,US,Data Scientist
2023,SE,FT,212000,US,0,US,Data Scientist
2023,SE,FT,212000,US,0,US,Machine Learning
2023,SE,FT,212000,US,100,US,Data Engineer
2023,SE,FT,212000,US,0,US,Data Analyst
2023,SE,FT,211949,US,0,US,Machine Learning
2024,SE,FT,211900,US,0,US,Research & Science
2022,SE,FT,211500,US,100,US,Data Scientist
2023,SE,FT,211200,US,0,US,AI Research
2023,SE,FT,211000,US,100,US,Data Scientist
2023,SE,FT,211000,US,100,US,Data Scientist
2023,SE,FT,211000,US,0,US,Data Scientist
2023,SE,FT,211000,US,0,US,Data Management
2023,EX,FT,210914,US,100,US,Data Engineer
2023,EX,FT,210914,US,100,US,Data Engineer
2023,SE,FT,210600,GB,100,GB,Machine Learning
2023,EX,FT,210600,US,100,US,Data Engineer
2023,SE,FT,210550,US,0,US,Data Scientist
2023,MI,FT,210500,US,0,US,Data Engineer
2023,MI,FT,210400,US,0,US,Data Scientist
2023,SE,FT,210200,US,100,US,Machine Learning
2024,MI,FT,210100,US,0,US,Data Engineer
2024,MI,FT,210100,US,0,US,Data Engineer
2024,MI,FT,210100,US,0,US,Machine Learning
2024,MI,FT,210100,US,0,US,Machine Learning
2024,MI,FT,210100,US,0,US,Machine Learning
2024,MI,FT,210100,US,0,US,Machine Learning
2024,MI,FT,210100,US,0,US,Data Engineer
2024,MI,FT,210100,US,0,US,Data Engineer
2024,MI,FT,210100,US,0,US,Machine Learning
2024,MI,FT,210100,US,0,US,Machine Learning
2024,MI,FT,210100,US,0,US,Machine Learning
2024,MI,FT,210100,US,0,US,Machine Learning
2023,SE,FT,210100,US,0,US,Software & Data Architecture
2024,SE,FT,210000,US,0,US,MLOps & Infrastructure
2024,SE,FT,210000,US,100,US,Data Engineer
2024,MI,FT,210000,GB,0,GB,Machine Learning
2024,SE,FT,210000,US,100,US,Software & Data Architecture
2024,EX,FT,210000,US,0,US,Leadership & Management
2024,SE,FT,210000,US,0,US,Data Scientist
2024,SE,FT,210000,US,0,US,Machine Learning
2024,SE,FT,210000,US,0,US,Machine Learning
2024,MI,FT,210000,US,0,US,Data Engineer
2024,SE,FT,210000,US,0,US,Machine Learning
2024,EX,FT,210000,US,100,US,Software & Data Architecture
2024,EX,FT,210000,US,100,US,Data Engineer
2024,SE,FT,210000,US,0,US,Research & Science
2024,SE,FT,210000,US,0,US,Research & Science
2024,SE,FT,210000,US,0,US,Machine Learning
2024,SE,FT,210000,US,100,US,Research & Science
2024,SE,FT,210000,US,0,US,Machine Learning
2024,MI,FT,210000,US,0,US,Research & Science
2024,SE,FT,210000,US,0,US,Research & Science
2024,MI,FT,210000,US,0,US,Data Engineer
2024,SE,FT,210000,US,0,US,Data Engineer
2024,SE,FT,210000,US,0,US,Machine Learning
2024,SE,FT,210000,US,100,US,Data Engineer
2024,MI,FT,210000,US,0,US,Data Engineer
2023,SE,FT,210000,US,0,US,Data Scientist
2023,SE,FT,210000,CA,100,CA,Data Engineer
2023,MI,FT,210000,US,0,US,Research & Science
2023,SE,FT,210000,US,0,US,Research & Science
2023,SE,FT,210000,US,100,US,Data Analyst
2023,SE,FT,210000,US,100,US,Data Analyst
2023,EX,FT,210000,US,100,US,Data Engineer
2023,SE,FT,210000,US,0,US,Data Scientist
2023,SE,FT,210000,US,0,US,Machine Learning
2023,SE,FT,210000,US,100,US,Research & Science
2023,EX,FT,210000,US,100,US,BI & Analytics
2023,SE,FT,210000,US,100,US,Data Engineer
2023,SE,FT,210000,US,100,US,Software & Data Architecture
2023,SE,FT,210000,US,100,US,Data Scientist
2023,SE,FT,210000,US,0,US,Data Engineer
2023,SE,FT,210000,US,0,US,Software & Data Architecture
2023,SE,FT,210000,US,0,US,Data Scientist
2023,SE,FT,210000,US,0,US,Data Scientist
2023,SE,FT,210000,US,0,US,Data Engineer
2023,SE,FT,210000,US,0,US,Data Engineer
2023,SE,FT,210000,US,0,US,AI Research
2023,SE,FT,210000,US,0,US,Research & Science
2023,SE,FT,210000,US,100,US,Data Engineer
2023,SE,FT,210000,US,100,US,Data Engineer
2023,SE,FT,210000,US,0,US,Research & Science
2023,SE,FT,210000,US,100,US,Data Engineer
2023,SE,FT,210000,US,100,US,Machine Learning
2023,SE,FT,210000,US,0,US,Business Intelligence
2023,SE,FT,210000,US,100,US,BI & Analytics
2023,SE,FT,210000,US,0,US,Machine Learning
2023,SE,FT,210000,US,0,US,Machine Learning
2023,SE,FT,210000,US,0,US,Data Scientist
2023,SE,FT,210000,US,0,US,Data Scientist
2023,SE,FT,210000,US,100,US,Machine Learning
2023,SE,FT,210000,GB,0,GB,Computer Vision & Deep Learning
2023,SE,FT,210000,US,100,US,Software & Data Architecture
2023,SE,FT,210000,US,100,US,Data Scientist
2023,SE,FT,210000,US,100,US,Data Scientist
2023,SE,FT,210000,US,100,US,Data Scientist
2023,SE,FT,210000,US,100,US,Data Scientist
2023,SE,FT,210000,US,100,US,Data Scientist
2023,SE,FT,210000,US,100,US,Data Scientist
2023,SE,FT,210000,US,100,US,Data Scientist
2023,SE,FT,210000,US,100,US,Data Scientist
2023,SE,FT,210000,US,0,US,Computer Vision & Deep Learning
2023,SE,FT,210000,US,0,US,Computer Vision & Deep Learning
2023,SE,FT,210000,US,0,US,Research & Science
2023,SE,FT,210000,US,0,US,Data Scientist
2023,MI,FT,210000,US,100,US,Research & Science
2023,SE,FT,210000,US,0,US,Data Scientist
2023,SE,FT,210000,US,100,US,Data Engineer
2023,EX,FT,210000,US,0,US,Data Engineer
2023,SE,FT,210000,US,0,US,Research & Science
2023,SE,FT,210000,US,0,US,Data Scientist
2023,SE,FT,210000,US,0,US,Research & Science
2022,SE,FT,210000,US,100,US,Machine Learning
2022,SE,FT,210000,US,100,US,Data Scientist
2022,SE,FT,210000,US,100,US,Machine Learning
2022,SE,FT,210000,US,100,US,Data Engineer
2022,SE,FT,210000,US,100,US,Research & Science
2022,SE,FT,210000,US,100,US,Software & Data Architecture
2022,SE,FT,210000,US,100,US,Machine Learning
2022,EX,FT,210000,US,100,US,BI & Analytics
2022,SE,FT,161311,CA,50,CA,Data Engineer
2022,SE,FT,210000,US,100,US,Machine Learning
2022,SE,FT,210000,US,100,US,Machine Learning
2022,SE,FT,210000,US,100,US,Data Engineer
2022,SE,FT,210000,US,100,US,Data Engineer
2022,SE,FT,210000,US,100,US,Data Scientist
2022,SE,FT,210000,US,100,US,Data Scientist
2022,SE,FT,210000,US,100,US,Data Scientist
2022,SE,FT,210000,US,100,US,Data Scientist
2022,SE,FT,210000,US,100,US,Data Engineer
2024,SE,FT,209990,CA,0,CA,BI & Analytics
2024,SE,FT,209943,US,0,US,Data Engineer
2024,EX,FT,209700,US,0,US,Machine Learning
2023,SE,FT,209450,US,100,US,Data Scientist
2023,SE,FT,209450,US,100,US,Data Scientist
2023,SE,FT,209450,US,100,US,Data Scientist
2024,EX,FT,209309,US,0,US,Data Engineer
2024,SE,FT,209300,US,0,US,Data Engineer
2023,MI,FT,209300,US,100,US,Data Scientist
2023,SE,FT,209300,US,100,US,Data Scientist
2022,SE,FT,209100,US,100,US,Data Engineer
2022,SE,FT,209100,US,100,US,Data Engineer
2024,SE,FT,209000,PL,100,PL,Research & Science
2024,MI,FT,209000,US,0,US,Data Engineer
2023,SE,FT,209000,US,0,US,BI & Analytics
2023,SE,FT,209000,US,0,US,Data Engineer
2023,SE,FT,209000,US,0,US,Data Engineer
2022,SE,FT,208775,US,100,US,Software & Data Architecture
2024,SE,FT,208500,US,0,US,Data Scientist
2024,SE,FT,208500,US,0,US,Data Scientist
2023,SE,FT,208500,US,0,US,Data Scientist
2023,SE,FT,208500,US,0,US,Data Scientist
2023,SE,FT,208500,US,0,US,Data Scientist
2023,SE,FT,208500,US,0,US,BI & Analytics
2023,SE,FT,208450,US,0,US,Machine Learning
2023,SE,FT,208450,US,0,US,Machine Learning
2023,SE,FT,208450,US,0,US,Machine Learning
2023,SE,FT,208450,US,0,US,Machine Learning
2023,SE,FT,208450,US,100,US,Data Analyst
2023,SE,FT,208450,US,100,US,Data Analyst
2023,SE,FT,208400,US,100,US,Data Scientist
2023,SE,FT,208200,US,100,US,Data Engineer
2024,EX,FT,208122,US,0,US,Data Engineer
2023,SE,FT,208049,US,0,US,Data Analyst
2024,SE,FT,208000,US,100,US,Machine Learning
2024,SE,FT,208000,US,0,US,AI Specialist
2024,SE,FT,208000,US,100,US,Machine Learning
2024,SE,FT,208000,US,0,US,Data Engineer
2023,SE,FT,154101,CA,100,CA,Software & Data Architecture
2023,SE,FT,208000,US,100,US,Machine Learning
2023,SE,FT,208000,US,0,US,Data Scientist
2023,SE,FT,208000,US,100,US,Machine Learning
2023,SE,FT,208000,US,0,US,Data Engineer
2023,SE,FT,208000,US,0,US,Data Engineer
2023,SE,FT,208000,US,100,US,Data Engineer
2023,SE,FT,208000,US,100,US,Data Engineer
2022,SE,FT,208000,US,100,US,Data Scientist
2024,SE,FT,207900,US,0,US,Machine Learning
2023,SE,FT,207900,US,0,US,Data Scientist
2024,SE,FT,207760,US,100,US,Data Scientist
2023,SE,FT,207700,CA,0,CA,Machine Learning
2023,SE,FT,207700,CA,0,CA,Machine Learning
2023,SE,FT,207611,US,0,US,Machine Learning
2023,SE,FT,207611,US,100,US,Data Analyst
2023,SE,FT,207611,US,100,US,BI & Analytics
2023,SE,FT,207500,US,100,US,Data Scientist
2023,MI,FT,207500,AU,0,AU,Machine Learning
2023,MI,FT,207500,AU,0,AU,Machine Learning
2023,SE,FT,207345,US,100,US,Data Scientist
2024,SE,FT,207300,US,0,US,Data Engineer
2024,SE,FT,207300,US,0,US,Data Analyst
2024,SE,FT,207300,US,0,US,Data Analyst
2023,SE,FT,207300,CA,100,CA,Data Analyst
2024,SE,FT,207000,US,100,US,Machine Learning
2024,MI,FT,207000,US,0,US,Data Scientist
2024,MI,FT,207000,US,0,US,Software & Data Architecture
2024,SE,FT,207000,US,100,US,Data Scientist
2024,MI,FT,207000,US,0,US,BI & Analytics
2024,EX,FT,207000,US,100,US,Leadership & Management
2023,SE,FT,207000,US,100,US,Data Scientist
2023,EX,FT,207000,US,100,US,Data Engineer
2023,SE,FT,207000,US,0,US,BI & Analytics
2022,SE,FT,207000,US,100,US,Data Scientist
2022,SE,FT,207000,US,100,US,Data Scientist
2024,SE,FT,206800,CA,0,CA,Research & Science
2022,SE,FT,206699,US,0,US,Data Engineer
2022,MI,FT,206699,US,0,US,Data Engineer
2023,SE,FT,206500,US,100,US,Data Analyst
2024,SE,FT,206000,US,0,US,Data Scientist
2024,SE,FT,206000,US,100,US,Machine Learning
2024,SE,FT,206000,US,100,US,Data Scientist
2024,SE,FT,206000,US,100,US,Data Engineer
2024,MI,FT,206000,US,100,US,Data Engineer
2024,SE,FT,206000,US,0,US,Data Scientist
2024,SE,FT,206000,US,0,US,Data Scientist
2024,MI,FT,206000,US,0,US,Business Intelligence
2024,SE,FT,206000,US,100,US,Data Scientist
2023,SE,FT,206000,US,100,US,Machine Learning
2023,SE,FT,206000,US,0,US,Software & Data Architecture
2023,SE,FT,206000,US,0,US,Software & Data Architecture
2023,SE,FT,206000,US,100,US,Software & Data Architecture
2023,SE,FT,206000,US,0,US,Software & Data Architecture
2023,SE,FT,206000,US,100,US,Data Engineer
2023,SE,FT,206000,US,0,US,Data Scientist
2023,SE,FT,206000,US,100,US,Data Scientist
2023,SE,FT,206000,US,0,US,Data Analyst
2023,SE,FT,206000,US,0,US,Machine Learning
2023,SE,FT,206000,US,0,US,Data Engineer
2023,SE,FT,206000,US,0,US,Data Scientist
2023,MI,FT,206000,US,0,US,Data Analyst
2023,MI,FT,206000,US,0,US,Data Analyst
2022,MI,FT,206000,US,0,US,Data Analyst
2022,MI,FT,206000,US,0,US,Data Analyst
2022,SE,FT,206000,US,100,US,Data Management
2023,MI,FT,205920,US,0,US,MLOps & Infrastructure
2023,SE,FT,205920,US,0,US,MLOps & Infrastructure
2023,EX,FT,205785,GB,100,GB,Data Engineer
2023,SE,FT,205700,US,0,US,Data Engineer
2023,SE,FT,205670,NZ,0,NZ,Data Scientist
2023,SE,FT,205640,US,0,US,Research & Science
2024,MI,FT,205600,US,0,US,Data Engineer
2024,MI,FT,205600,US,0,US,Data Engineer
2023,MI,FT,205600,US,0,US,Data Engineer
2023,SE,FT,205600,US,100,US,Machine Learning
2023,SE,FT,205600,US,0,US,Data Engineer
2023,SE,FT,205600,US,0,US,Data Engineer
2023,SE,FT,205600,US,0,US,Data Engineer
2023,SE,FT,205600,US,0,US,Data Engineer
2023,SE,FT,205600,US,100,US,Data Engineer
2023,SE,FT,205600,US,0,US,Data Engineer
2023,SE,FT,205600,US,0,US,Data Engineer
2023,SE,FT,205600,US,100,US,Data Engineer
2023,SE,FT,205600,US,0,US,Data Engineer
2022,SE,FT,205600,US,0,US,Data Engineer
2024,SE,FT,205500,US,100,US,Data Engineer
2024,MI,FT,205500,US,0,US,BI & Analytics
2024,SE,FT,205500,US,0,US,Research & Science
2023,SE,FT,205500,US,0,US,Data Scientist
2023,SE,FT,205500,US,0,US,Research & Science
2023,SE,FT,205500,US,0,US,Data Engineer
2023,SE,FT,205500,US,0,US,Data Scientist
2023,SE,FT,205500,US,0,US,Research & Science
2023,SE,FT,205500,US,0,US,Research & Science
2023,SE,FT,205500,US,0,US,Research & Science
2023,SE,FT,205485,US,0,US,Data Scientist
2023,SE,FT,205485,US,100,US,Data Scientist
2024,SE,FT,205400,US,0,US,Leadership & Management
2023,SE,FT,205400,US,0,US,Data Scientist
2023,SE,FT,205318,US,100,US,Machine Learning
2022,SE,FT,205300,US,0,US,Data Scientist
2022,SE,FT,205300,US,0,US,Data Scientist
2022,SE,FT,205300,US,0,US,BI & Analytics
2023,SE,FT,205218,US,0,US,BI & Analytics
2023,SE,FT,205150,US,100,US,Data Scientist
2024,SE,FT,205000,US,0,US,Data Engineer
2024,SE,FT,205000,US,0,US,Data Scientist
2024,SE,FT,205000,US,100,US,Data Engineer
2023,SE,FT,205000,US,0,US,Business Intelligence
2023,SE,FT,205000,US,0,US,Machine Learning
2023,SE,FT,205000,US,0,US,Machine Learning
2023,MI,FT,205000,US,100,US,Data Scientist
2023,SE,FT,205000,US,0,US,Data Engineer
2023,SE,FT,205000,US,0,US,Machine Learning
2023,SE,FT,205000,US,0,US,BI & Analytics
2023,SE,FT,205000,US,100,US,Data Scientist
2023,SE,FT,205000,US,100,US,Data Scientist
2023,SE,FT,205000,US,0,US,Research & Science
2023,SE,FT,205000,US,0,US,Data Engineer
2023,SE,FT,205000,US,0,US,BI & Analytics
2023,SE,FT,205000,US,100,US,Software & Data Architecture
2023,EX,FT,205000,US,0,US,Data Engineer
2023,SE,FT,205000,US,100,US,Research & Science
2023,SE,FT,205000,US,100,US,Research & Science
2023,SE,FT,205000,US,0,US,Data Scientist
2023,SE,FT,205000,US,0,US,Research & Science
2023,SE,FT,205000,US,100,US,Data Scientist
2022,SE,FT,205000,US,100,US,Data Engineer
2022,SE,FT,205000,US,100,US,Research & Science
2022,SE,FT,205000,US,100,US,Research & Science
2022,SE,FT,205000,US,100,US,Data Scientist
2022,SE,FT,205000,US,100,US,Research & Science
2022,EX,FT,205000,US,0,US,Leadership & Management
2022,SE,FT,205000,US,0,US,Data Scientist
2024,SE,FT,204800,US,0,US,Data Scientist
2023,SE,FT,204750,US,0,US,Data Engineer
2024,SE,FT,204662,US,0,US,Data Engineer
2023,EN,FT,204620,US,0,US,Research & Science
2024,SE,FT,204600,US,0,US,Data Scientist
2023,SE,FT,204600,US,0,US,Machine Learning
2023,SE,FT,204600,US,0,US,Machine Learning
2023,SE,FT,204600,US,0,US,Machine Learning
2023,SE,FT,204600,US,0,US,Machine Learning
2024,SE,FT,204500,US,0,US,Business Intelligence
2024,EX,FT,204500,US,0,US,Data Engineer
2024,EX,FT,204500,US,0,US,Data Engineer
2024,EX,FT,204500,US,0,US,Business Intelligence
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Data Scientist
2023,MI,FT,204500,US,0,US,Machine Learning
2023,MI,FT,204500,US,0,US,Data Scientist
2023,SE,FT,204500,US,100,US,Machine Learning
2023,MI,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Data Scientist
2023,SE,FT,204500,US,0,US,Machine Learning
2023,MI,FT,204500,US,0,US,Data Scientist
2023,MI,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Leadership & Management
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Data Scientist
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Research & Science
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Data Scientist
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Data Analyst
2023,MI,FT,204500,US,0,US,Data Scientist
2023,SE,FT,204500,US,100,US,Business Intelligence
2023,SE,FT,204500,US,0,US,Data Analyst
2023,SE,FT,204500,US,100,US,Machine Learning
2023,SE,FT,204500,US,0,US,Data Analyst
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,EX,FT,204500,US,0,US,Data Engineer
2023,EX,FT,204500,US,0,US,Data Engineer
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Data Engineer
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,DE,0,DE,Data Engineer
2023,EX,FT,204500,US,0,US,Leadership & Management
2023,SE,FT,204500,US,0,US,Data Analyst
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Data Management
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2023,SE,FT,204500,US,0,US,Machine Learning
2022,SE,FT,204500,US,0,US,Machine Learning
2022,SE,FT,204500,US,0,US,Machine Learning
2022,SE,FT,204500,US,0,US,Machine Learning
2022,SE,FT,204500,US,0,US,Machine Learning
2022,SE,FT,204500,US,0,US,Machine Learning
2022,SE,FT,204500,US,0,US,Machine Learning
2024,SE,FT,204300,US,0,US,Data Engineer
2023,SE,FT,204300,US,0,US,Business Intelligence
2024,SE,FT,204200,US,0,US,Data Scientist
2022,SE,FT,204100,US,0,US,Data Scientist
2024,SE,FT,204000,US,0,US,Data Engineer
2024,SE,FT,204000,US,0,US,Data Scientist
2023,MI,FT,204000,US,0,US,BI & Analytics
2023,SE,FT,204000,US,0,US,Data Engineer
2023,SE,FT,204000,US,100,US,Data Scientist
2023,SE,FT,204000,US,100,US,Data Management
2023,SE,FT,204000,US,100,US,Data Scientist
2023,SE,FT,204000,US,100,US,Software & Data Architecture
2023,SE,FT,204000,US,100,US,Software & Data Architecture
2023,MI,FT,204000,US,0,US,Data Scientist
2023,SE,FT,204000,US,0,US,Machine Learning
2023,SE,FT,204000,US,0,US,Machine Learning
2023,SE,FT,204000,US,0,US,AI Specialist
2023,SE,FT,204000,US,0,US,AI Specialist
2023,SE,FT,204000,US,100,US,Data Scientist
2023,SE,FT,204000,US,0,US,AI Specialist
2023,SE,FT,204000,US,0,US,AI Specialist
2023,MI,FT,204000,US,100,US,Data Engineer
2023,SE,FT,204000,US,100,US,Software & Data Architecture
2023,SE,FT,204000,US,100,US,Software & Data Architecture
2023,MI,FT,204000,US,100,US,Data Engineer
2023,SE,FT,203920,US,0,US,Data Scientist
2024,EX,FT,203800,US,0,US,Machine Learning
2023,SE,FT,203649,US,100,US,Data Scientist
2024,MI,FT,203500,US,100,US,Data Scientist
2024,MI,FT,203500,US,100,US,Data Engineer
2023,SE,FT,203500,US,0,US,Data Scientist
2023,SE,FT,203500,US,0,US,Data Scientist
2023,SE,FT,203500,US,100,US,Machine Learning
2022,SE,FT,203500,US,0,US,Data Scientist
2022,SE,FT,203500,US,0,US,BI & Analytics
2022,SE,FT,203500,US,0,US,Data Scientist
2023,SE,FT,203300,US,100,US,Data Engineer
2023,SE,FT,203100,US,0,US,Data Engineer
2024,SE,FT,203000,US,0,US,Machine Learning
2023,EN,FT,203000,US,0,US,Data Analyst
2023,SE,FT,203000,US,100,US,Data Scientist
2023,SE,FT,203000,US,0,US,AI Research
2023,SE,FT,203000,US,0,US,AI Research
2023,SE,FT,203000,US,100,US,Data Scientist
2022,SE,FT,202900,US,100,US,Machine Learning
2022,SE,FT,202900,US,100,US,Machine Learning
2024,SE,FT,202800,US,100,US,Business Intelligence
2024,SE,FT,202800,US,0,US,Data Scientist
2024,SE,FT,202800,US,100,US,Data Scientist
2023,SE,FT,202800,US,0,US,Business Intelligence
2023,SE,FT,202800,US,0,US,Business Intelligence
2023,SE,FT,202800,US,0,US,Business Intelligence
2023,SE,FT,202800,US,0,US,Business Intelligence
2023,SE,FT,202800,US,0,US,Business Intelligence
2023,SE,FT,202800,US,0,US,Business Intelligence
2023,SE,FT,202800,US,0,US,Business Intelligence
2023,SE,FT,202800,US,0,US,Business Intelligence
2023,SE,FT,202800,US,0,US,Business Intelligence
2023,SE,FT,202800,US,0,US,Business Intelligence
2023,SE,FT,202800,US,0,US,Business Intelligence
2023,SE,FT,202800,US,0,US,Business Intelligence
2023,SE,FT,202800,US,0,US,Business Intelligence
2023,SE,FT,202800,US,0,US,Data Analyst
2022,SE,FT,202800,US,0,US,Data Scientist
2024,SE,FT,202600,US,0,US,Data Scientist
2023,SE,FT,202600,US,100,US,Data Scientist
2023,SE,FT,202600,US,100,US,Data Scientist
2023,SE,FT,202600,US,100,US,Data Scientist
2024,SE,FT,202500,US,0,US,Software & Data Architecture
2023,SE,FT,202500,US,0,US,Data Engineer
2023,MI,FT,202400,US,0,US,Data Engineer
2023,SE,FT,202400,US,100,US,Data Engineer
2023,SE,FT,202353,US,0,US,Machine Learning
2023,SE,FT,202353,US,0,US,Machine Learning
2024,SE,FT,202350,US,0,US,Research & Science
2023,SE,FT,202350,US,0,US,Research & Science
